GCF_011058845.1	NZ_JAAFZE010000019.1_21	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp011058845
GCF_012769535.1	NZ_CP046565.1_1927	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus;s__Methylococcus geothermalis
GCF_012769535.1	NZ_CP046565.1_704	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus;s__Methylococcus geothermalis
GCF_013141865.1	NZ_RCST01000001.1_3649	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp013141865
GCF_013141865.1	NZ_RCST01000001.1_4072	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp013141865
GCF_013350005.1	NZ_JABVWW010000004.1_320	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis silviterrae
GCF_013350005.1	NZ_JABVWW010000008.1_117	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis silviterrae
GCF_014850955.1	NZ_JACXSS010000001.1_231	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas albis
GCF_014850955.1	NZ_JACXSS010000001.1_3946	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas albis
GCF_014850975.1	NZ_JACXST010000001.1_276	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas fluvii
GCF_014850975.1	NZ_JACXST010000001.1_680	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas fluvii
GCF_015476545.1	NZ_JADMKV010000001.1_212	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter;s__Methylobacter sp015476545
GCF_015709455.1	NZ_JADNQW010000005.1_2882	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp015709455
GCF_015709455.1	NZ_JADNQW010000005.1_3583	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp015709455
GCF_015709455.1	NZ_JADNQW010000005.1_539	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp015709455
GCF_015709515.1	NZ_JADNQZ010000059.1_3	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp015709515
GCF_015709525.1	NZ_JADNRA010000005.1_18	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp015709525
GCF_015709525.1	NZ_JADNRA010000019.1_85	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp015709525
GCF_015711015.1	NZ_CP064653.1_124	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp015711015
GCF_015711015.1	NZ_CP064653.1_3337	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp015711015
GCF_016097405.1	NZ_JAEHGD010000001.1_819	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomarinum;s__Methylomarinum sp016097405
GCF_016106025.1	NZ_JABWGZ010000038.1_2	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus;s__Methylococcus sp016106025
GCF_016745395.1	NZ_JAERVJ010000003.1_338	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis iwaonis
GCF_016745395.1	NZ_JAERVJ010000017.1_1	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis iwaonis
GCF_016745425.1	NZ_JAERVK010000004.1_207	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomicrobium;s__Methylomicrobium sp016745425
GCF_016745425.1	NZ_JAERVK010000015.1_21	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomicrobium;s__Methylomicrobium sp016745425
GCF_016865255.1	NZ_CP033381.1_102	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp000702925
GCF_016865255.1	NZ_CP033381.1_4410	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp000702925
GCF_016925495.1	NZ_CP070491.1_3220	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__EFPC2;s__EFPC2 sp016925495
GCF_016925495.1	NZ_CP070491.1_700	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__EFPC2;s__EFPC2 sp016925495
GCF_017310505.1	NZ_CP065957.1_1864	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;s__Methylacidiphilum sp004421255
GCF_017310505.1	NZ_CP065957.1_1973	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;s__Methylacidiphilum sp004421255
GCF_017310505.1	NZ_CP065957.1_1976	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;s__Methylacidiphilum sp004421255
GCF_017310545.1	NZ_CP066203.1_755	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidimicrobium;s__Methylacidimicrobium sp017310545
GCF_017310545.1	NZ_CP066203.1_758	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidimicrobium;s__Methylacidimicrobium sp017310545
GCF_017853185.1	NZ_JAFMJZ010000235.1_2	Root; Homologous_pmoA; Actinobacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp017853185
GCF_017881085.1	NZ_JADGRI010000232.1_6	Root; pmoA_amoA_pxmA; Homologous_MO	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp017881085
GCF_018734325.1	NZ_CP073754.1_1077	Root; pmoA_amoA_pxmA; pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas paludis
GCF_018734325.1	NZ_CP073754.1_2954	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas paludis
GCF_018780385.1	NZ_JADMJO010000019.1_7	Root; pmoA_amoA_pxmA; Nevskiales_Macondimonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__Hydrogenophaga sp018780385
GCF_019285515.1	NZ_CP079095.1_1483	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus;s__Methylococcus sp019285515
GCF_019285515.1	NZ_CP079095.1_2846	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus;s__Methylococcus sp019285515
GCF_019635155.1	NZ_JAHBZY010000003.1_95	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp019635155
GCF_019635155.1	NZ_JAHBZY010000016.1_33	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp019635155
GCF_019669905.1	NZ_AP019777.1_3735	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas koyamae
GCF_019669905.1	NZ_AP019777.1_3977	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas koyamae
GCF_019669985.1	NZ_AP019782.1_2926	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylogaea;s__Methylogaea oryzae
GCF_019669985.1	NZ_AP019782.1_2929	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylogaea;s__Methylogaea oryzae
GCF_019670005.1	NZ_AP019783.1_2051	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomagnum;s__Methylomagnum ishizawai
GCF_019670005.1	NZ_AP019783.1_3978	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomagnum;s__Methylomagnum ishizawai
GCF_019670005.1	NZ_AP019784.1_74	Root; pmoA_amoA_pxmA; pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomagnum;s__Methylomagnum ishizawai
GCF_019721995.1	NZ_BLYC01000003.1_221	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__Methyloprofundus sp019721995
GCF_019802345.1	NZ_JAINDZ010000017.1_60	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp019802345
GCF_020697055.1	NZ_JAJFBP010000018.1_17	Root; pmoA_amoA_pxmA; Nevskiales_Macondimonas; Nevskiales	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Panacagrimonas;s__Panacagrimonas sp020697055
GCF_021731785.1	NZ_JAKFWS010000125.1_47	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp021731785
GCF_022788635.1	NZ_CP076024.1_1276	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_C;s__Methylobacter_C sp022788635
GCF_023227905.1	NZ_JALOCF010000006.1_126	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__Methylobacter_A sp023227905
GCF_023228165.1	NZ_JALOBS010000019.1_16	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp023228165
GCF_023228165.1	NZ_JALOBS010000040.1_34	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp023228165
GCF_023266035.1	NZ_JAHFRY010000166.1_8	Root; pmoA_amoA_pxmA; Homologous_MO	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Nevskia;s__Nevskia sp023266035
GCF_024102715.1	NZ_JAGFJM010000008.1_2	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas communis_B
GCF_024360925.2	NZ_CP113517.1_355	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas rapida
GCF_024448135.1	NZ_JAMRYX010000097.1_4	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp024448135
GCF_024448135.1	NZ_JAMRYX010000194.1_1	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp024448135
GCF_024448135.1	NZ_JAMRYX010000208.1_7	Root; pmoA_amoA_pxmA; Homologous_MO	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp024448135
GCF_024505045.1	NZ_JANIBM010000005.1_91	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp024505045
GCF_024505045.1	NZ_JANIBM010000025.1_2	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp024505045
GCF_024505055.1	NZ_JANIBL010000029.1_48	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp024505055
GCF_024505055.1	NZ_JANIBL010000049.1_7	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp024505055
GCF_024505165.1	NZ_JANIBK010000031.1_9	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp018335995
GCF_024505165.1	NZ_JANIBK010000067.1_9	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp018335995
GCF_024505185.1	NZ_JANIBJ010000016.1_55	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp024505185
GCF_024505185.1	NZ_JANIBJ010000038.1_21	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp024505185
GCF_025583945.1	NZ_JAOEGU010000014.1_53	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_C;s__Methylobacter_C psychrophilus
GCF_025999835.1	NZ_AP025628.1_1553	Root; Homologous_pmoA	d__Bacteria;p__Bacillota_E;c__Symbiobacteriia;o__Symbiobacteriales;f__ZC4RG38;g__Caldinitratiruptor;s__Caldinitratiruptor microaerophilus
GCF_026247885.1	NZ_CP110921.1_100	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus;s__Methylococcus sp026247885
GCF_026247885.1	NZ_CP110921.1_2779	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus;s__Methylococcus sp026247885
GCF_026427715.1	NZ_CP107558.1_1608	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp011058845
GCF_026427715.1	NZ_CP107558.1_2610	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp011058845
GCF_026427715.1	NZ_CP107558.1_459	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp011058845
GCF_026727675.1	NZ_CP091424.1_632	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter;s__Methylobacter sp026727675
GCF_027571405.1	NZ_CP092968.1_1565	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis parva
GCF_027571405.1	NZ_CP092968.1_3272	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis parva
GCF_027571405.1	NZ_CP092968.1_558	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis parva
GCF_027923385.1	NZ_BSEC01000001.1_1867	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis echinoides
GCF_027923385.1	NZ_BSEC01000001.1_3353	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis echinoides
GCF_027923385.1	NZ_BSEC01000001.1_617	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis echinoides
GCF_027923385.1	NZ_BSEC01000003.1_120	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis echinoides
GCF_027925385.1	NZ_AP027142.1_1790	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis iwaonis
GCF_027925385.1	NZ_AP027142.1_2809	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis iwaonis
GCF_027925385.1	NZ_AP027142.1_698	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis iwaonis
GCF_027925445.1	NZ_AP027149.1_1247	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis bryophila
GCF_027925445.1	NZ_AP027149.1_1500	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis bryophila
GCF_027925445.1	NZ_AP027149.1_2262	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis bryophila
GCF_027925445.1	NZ_AP027149.1_2927	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis bryophila
GCF_028687615.1	NZ_JAQTZU010000022.1_28	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylovulum;s__Methylovulum sp028687615
GCF_029211265.1	NZ_JARGEL010000021.1_9	Root; pmoA_amoA_pxmA; Homologous_MO	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Extensimonas;s__Extensimonas sp029211265
GCF_029643245.1	NZ_CP116398.1_2561	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas koyamae_B
GCF_029643245.1	NZ_CP116398.1_3451	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas koyamae_B
