bin	fieldsample_barcode	Completeness_CheckM1	Contamination_CheckM1	Strain_Heterogeneity	Completeness_CheckM2	Contamination_CheckM2	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Contigs	Max_Contig_Length	N90	auN	N_per_100kb	cov	r_abund	CDS_all	CDS_hyp	bakta_tRNA_all	bakta_tRNA_uniq	bakta_16S	bakta_23S	bakta_5S	bac_16S	bac_23S	bac_5S	arc_16S	arc_23S	arc_5S	bac_trna	arc_trna	MAG_status	MAG_status2	drep_cluster	rep_status	ENA_ID	GTDB_taxonomy	GTDB_REF	GTDB_ANI	GTDB_AF	GTDB_MSA	GTDB_RED	SILVA_taxonomy	SILVA_identity	SILVA_length
MFD05580.bin.3.135	MFD05580	74.6	4.55	86.96	65.8	7.3	0.83	48626	268.9944	2590952	63.42	68	182315	17339	69105.8	0	356.9142	2.53855	2607	842	26	16	1	1	1	1	1	1	1	2	1	17	16	MQ	MQ	10741_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	65.28	0.99533	AY080914.1.1449 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;uncultured bacterium	99.5	1451
MFD05674.bin.2.70	MFD05674	85.66	0.63	0	87.26	0.33	0.837	440812	256.158	3349024	64.18	13	697298	165446	409785.9	0	24.31964	0.1559846	3595	1092	39	21	1	1	1	1	1	1	1	2	1	22	22	MQ	MQ	10738_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	GCF_027923385.1	86.6	0.473	77.02	0.99326	AEVM02000006.31074.32539 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;Methylocystis sp. ATCC 49242	99.2	1466
MFD05674.bin.2.72	MFD05674	88.38	8.4	89.13	82.04	6.93	0.844	78902	251.0149	3338866	63.44	53	205490	28748	99497	0	30.6542	0.1966141	3622	734	37	17	0	0	0	0	0	0	0	0	0	17	17	MQ	MQ	10736_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis rosea	N/A	N/A	N/A	77	N/A	NA	NA	NA
MFD05674.bin.2.90	MFD05674	89.99	1.84	60.87	91.24	2.35	0.848	646796	243.9264	4262790	49.57	10	785060	242837	583710.4	0	25.93476	0.1663439	4652	1320	47	21	3	3	3	3	3	3	3	3	3	22	22	HQ	HQ	1164_0	TRUE	GCA_963814825	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__	N/A	N/A	N/A	72.25	0.97439	AQXJ01000009.3322.4836 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylobacter;bacterium UW 659-2-F09	99.2	1515
MFD05674.bin.2.96	MFD05674	76.88	1.19	16.67	71.73	2.85	0.821	123273	196.4739	2682912	47.22	23	351693	68698	182456.1	0	23.33503	0.1496694	3421	1206	35	19	1	2	3	1	2	3	1	2	3	20	20	MQ	MQ	1162_2	TRUE	GCA_963777585	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__	N/A	N/A	N/A	53.8	0.93504	AEGW02000009.207200.208714 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylobacter;Methylobacter tundripaludum SV96	99.1	1515
MFD05684.bin.1.74	MFD05684	98.29	1.45	0	99.3	0.21	0.849	1052962	289.7745	4459564	61.18	9	1802123	247303	1114824	0	19.7328	0.07554523	4288	1173	49	21	1	1	1	1	1	1	1	2	1	22	22	HQ	HQ	10724_0	TRUE	GCA_963749875	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__JAHQVI01;s__	N/A	N/A	N/A	90.57	0.89445	KP174468.1.1444 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;bacterium YC-ZSS-LKJ79	97.8	1445
MFD05705.bin.2.144	MFD05705	69.24	0.63	100	54.51	1.63	0.78	215008	205.727	3590122	64.21	26	329102	78316	210227.5	0	20.43307	0.09903298	4138	2138	50	22	2	2	1	2	2	1	2	4	1	23	22	MQ	MQ	10762_1	TRUE	GCA_963786165	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	N/A	N/A	N/A	46.42	0.97159	AJ563926.1.1418 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocella;Methylocella palustris	98.3	1418
MFD05705.bin.2.95	MFD05705	78.86	8.13	93.33	77.88	7.92	0.786	100978	241.466	4283830	62.24	68	366288	29226	126022.2	0	18.78801	0.09105986	4407	2049	40	21	0	0	0	0	0	0	0	0	0	21	20	MQ	MQ	10418_1	TRUE	GCA_963807265	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	GCA_003153975.1	82.14	0.212	71.5	0.96334	NA	NA	NA
MFD05747.bin.2.8	MFD05747	87.38	4.39	38.89	92.99	3.76	0.855	182759	262.8002	3748645	60.3	32	462466	62682	193857.5	0	19.90293	0.1151553	3893	1185	38	19	0	0	0	0	0	0	0	0	0	19	18	MQ	MQ	1376_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JACCXJ01;f__JACCXJ01;g__USCg-Taylor;s__USCg-Taylor sp002007425	GCA_002007425.1	96.32	0.681	90.59	N/A	NA	NA	NA
MFD05747.bin.3.294	MFD05747	56.9	3.45	100	50.23	1.77	0.825	66178	271.8327	2580521	63.7	42	213625	34451	85458.4	0	57.45401	0.3324201	2450	842	23	15	1	1	1	1	1	1	1	1	1	15	15	MQ	MQ	1375_1	TRUE	GCA_963777405	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JACCXJ01;f__JACCXJ01;g__JACCXJ01;s__	N/A	N/A	N/A	42.52	0.97623	JN615975.1.1376 Bacteria;Pseudomonadota;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;wb1-P19;uncultured bacterium	99.4	1376
MFD05841.bin.3.37	MFD05841	54.8	2.65	75	54.24	2.6	0.784	49265	209.3504	2438014	60.54	61	97534	22221	54569.9	0	18.17434	0.09417983	2802	1329	24	14	0	0	0	0	0	0	0	0	0	14	14	MQ	MQ	10189_2	TRUE	GCA_963809635	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCA_030948025.1	90.78	0.468	57.58	0.98835	NA	NA	NA
MFD05942.bin.2.125	MFD05942	67.35	2.3	36.36	62	3.75	0.793	61671	235.4913	3817201	62.07	99	217798	18033	82129.8	0	12.36711	0.05160423	3988	2038	31	17	1	1	1	2	1	1	1	2	1	17	16	MQ	MQ	10418_2	TRUE	GCA_963813365	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	GCA_003153975.1	81.74	0.194	58.45	0.96587	AB364708.1.1402 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	99.1	1402
MFD05942.bin.2.321	MFD05942	61.82	1.72	66.67	55.47	3.07	0.846	113977	255.9979	2104191	63.79	38	208016	23888	112535	0	30.92863	0.1290559	2236	490	12	10	0	0	0	0	0	0	0	0	0	10	10	MQ	MQ	10736_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	66.49	0.99764	NA	NA	NA
MFD05942.bin.2.336	MFD05942	76.04	0.94	0	69.07	2.31	0.826	148556	218.6278	3505562	59.26	41	422944	40123	183779.4	0	16.46812	0.06871655	4147	1547	39	18	0	0	0	0	0	0	0	0	0	18	18	MQ	MQ	10200_0	TRUE	GCA_963785995	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp004564215	GCA_004564215.1	95.01	0.817	56.05	N/A	NA	NA	NA
MFD05942.bin.3.54	MFD05942	51.72	0	0	65.96	1.35	0.836	86357	235.3012	2311488	59.54	48	186768	22651	88128.9	0	10.57354	0.04412022	2639	1094	26	16	0	0	0	0	0	0	0	0	0	16	15	MQ	MQ	10725_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	44.83	0.95052	NA	NA	NA
MFD05942.bin.3.546	MFD05942	78.15	5.28	69.23	68.27	5.56	0.828	119112	239.3574	2972194	63.41	49	239170	22431	125899.9	0	15.87081	0.06622417	3275	961	33	17	0	0	0	0	0	0	0	0	0	17	17	MQ	MQ	10735_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp021731785	GCF_021731785.1	96.02	0.821	68.38	N/A	NA	NA	NA
MFD06085.bin.1.7	MFD06085	95.38	1.03	14.29	94.07	3.88	0.822	1224228	284.4604	6294222	60.96	5	2492567	922799	1600560	0	30.24419	0.2131687	5865	2419	54	21	1	1	1	1	1	1	1	2	1	22	22	HQ	HQ	10414_1	TRUE	GCA_963817365	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	GCA_003153975.1	81.56	0.17	87.43	0.96435	AB364708.1.1402 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	99.5	1402
MFD06085.bin.2.35	MFD06085	96.14	5.19	60	95.83	9.47	0.837	80757	286.7079	4338874	59.55	70	224506	29272	102723.3	0	83.33901	0.5873943	4153	1377	43	19	1	3	1	1	3	1	1	6	1	20	19	MQ	MQ	10396_1	TRUE	GCA_963801635	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	92.91	0.93165	JF733443.1.1444 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured Rhodomicrobium sp.	99.4	1444
MFD06085.bin.2.99	MFD06085	82.24	6.17	57.58	74.66	4.12	0.804	215397	217.8639	4640588	58.5	50	416724	31526	203543.8	0	24.05611	0.1695535	5402	2512	62	21	1	1	1	1	1	1	1	2	1	22	22	MQ	MQ	10197_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCF_029855125.1	92.05	0.749	61.23	0.99758	FN433469.1.1409 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocapsa;Methylocapsa aurea	98.5	1409
MFD06092.bin.1.44	MFD06092	95.01	1.67	64.29	96.21	1.95	0.814	682364	245.8547	4820067	59.83	11	1059968	268979	687083.8	0	27.34389	0.1706804	5023	1842	60	20	0	0	0	0	0	0	0	0	0	21	21	MQ	MQ	10194_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCA_030948025.1	90.62	0.514	85.42	0.98689	NA	NA	NA
MFD06229.bin.1.238	MFD06229	89.73	2.1	22.22	96.94	1.76	0.849	420340	274.96	4214073	59.44	19	715629	118818	401990.2	0	21.97838	0.12042	4231	1326	48	20	1	1	1	1	1	1	1	1	1	21	21	HQ	HQ	1376_3	TRUE	GCA_963764725	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JACCXJ01;f__JACCXJ01;g__USCg-Taylor;s__	N/A	N/A	N/A	94.76	0.97009	JN701167.1.1262 Bacteria;Pseudomonadota;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;wb1-P19;uncultured bacterium	93.6	1264
MFD06435.bin.1.17	MFD06435	92.18	1.41	20	91.14	2.05	0.823	191807	245.0041	4080181	58.26	36	647299	59280	246386.7	0	11.69213	0.08246963	4334	1491	44	20	1	1	1	1	1	1	1	2	1	21	21	HQ	HQ	10197_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCF_029855125.1	92.34	0.708	82.62	0.99763	HG529027.1.1207 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocapsa;uncultured bacterium	97.8	1207
MFD06435.bin.2.103	MFD06435	94.88	7.41	70.83	97.7	7.96	0.828	131578	274.6667	5132202	59.34	66	407885	33743	140592.6	0	36.50143	0.2574602	5017	1849	55	21	2	1	1	2	1	1	2	2	1	22	21	MQ	MQ	10396_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	92.67	0.93167	JF733443.1.1444 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured Rhodomicrobium sp.	99.4	1444
MFD06435.bin.2.184	MFD06435	90.18	4.81	66.67	92.74	6.85	0.794	115459	236.4406	5569115	58.13	80	344910	33405	130973	0	16.69082	0.1177275	5829	2207	45	19	1	1	1	1	1	1	1	2	1	20	20	MQ	MQ	10198_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995	GCA_003162995.1	95.63	0.619	85.7	N/A	HQ844540.1.1445 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	98.3	1445
MFD06526.bin.2.139	MFD06526	67.56	6.32	51.35	63.55	3.88	0.804	215973	219.7835	3295899	60.25	37	398521	41018	194682.9	0	22.39155	0.215861	3758	1704	42	17	1	1	1	1	1	1	1	2	1	18	18	MQ	MQ	10188_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	N/A	N/A	N/A	49.47	0.98144	DQ823224.1.1465 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	99.2	1465
MFD06526.bin.2.79	MFD06526	60.21	4.6	83.33	65.59	4.39	0.834	92972	276.8654	3348810	59.16	52	261560	29119	102314.9	0	29.95163	0.2887423	3264	1215	38	19	1	0	0	1	0	0	1	0	0	19	18	MQ	MQ	10396_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	61.57	0.93319	JX504898.1.1404 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured Rhizobium sp.	85.5	504
MFD06714.bin.1.228	MFD06714	93.19	7.52	57.58	95.91	4.83	0.818	117521	237.5049	5103253	57.98	75	361897	30648	139233.7	0	16.74698	0.1126531	5598	2163	59	21	1	1	1	1	1	1	1	2	1	22	22	HQ	HQ	10197_1	TRUE	GCA_963809115	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCF_029855125.1	91.63	0.718	88.74	0.99727	HG528987.1.1249 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocapsa;uncultured bacterium	99.6	1249
MFD06714.bin.2.130	MFD06714	76.71	3.39	32.14	79.96	3.98	0.822	120308	250.2138	3654146	59.01	66	399091	23082	152011.3	0	12.11041	0.08146396	3812	1418	43	20	1	1	1	1	1	1	1	2	1	21	21	MQ	MQ	10188_2	TRUE	GCA_963718265	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	N/A	N/A	N/A	70.45	0.98044	JF265849.1.1318 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	98.8	1318
MFD06714.bin.3.18	MFD06714	65.04	2.14	80	68.84	2.62	0.829	78947	263.9139	3222325	59.82	57	149210	29811	78448.8	0	20.53865	0.1381587	3287	1322	31	17	1	1	1	1	2	1	1	3	1	17	17	MQ	MQ	10396_2	TRUE	GCA_963819665	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	48.4	0.92565	JF733443.1.1444 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured Rhodomicrobium sp.	99.6	1444
MFD07639.bin.2.67	MFD07639	88.64	0.63	0	88.09	0.03	0.818	427171	237.7754	5089959	61.9	18	1028435	190592	510637.8	0	15.39761	0.2297956	5376	2233	58	21	1	1	1	1	1	1	1	2	1	22	22	MQ	MQ	10462_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__JAFASC01;s__	GCA_019244955.1	83.52	0.336	86.12	0.98297	AEVM02000006.31074.32539 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;Methylocystis sp. ATCC 49242	95.9	1474
MFD07691.bin.2.30	MFD07691	95.38	5.24	13.33	94.2	9.36	0.787	339366	222.9162	7607564	60.38	117	956437	22178	344131.3	0	16.82818	0.3953546	8567	4330	87	21	1	1	1	1	1	1	1	2	1	22	22	MQ	MQ	10462_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__JAFASC01;s__	GCA_019244955.1	83.69	0.346	87.35	0.9835	AEVM02000006.31074.32539 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;Methylocystis sp. ATCC 49242	96.1	1471
MFD08447.bin.2.11	MFD08447	71.82	6.8	20	70.47	4.81	0.79	19473	205.6858	4852343	60.11	324	160018	6909	32111.5	0	7.10888	0.3503559	5688	3372	38	16	1	2	2	1	2	2	1	4	2	17	16	MQ	MQ	10396_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	60.48	0.93144	JF733443.1.1444 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured Rhodomicrobium sp.	98.6	1447
MFD08497.bin.2.142	MFD08497	77.72	3.98	27.27	74.67	2.36	0.794	42958	224.5989	4327361	64.03	149	133046	11983	52439.9	0	17.50763	0.117918	4573	1985	46	20	1	1	1	1	1	1	1	1	1	21	19	MQ	MQ	1375_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JACCXJ01;f__JACCXJ01;g__JACCXJ01;s__	GCA_030860485.1	93.16	0.485	72.59	0.98372	JN615975.1.1376 Bacteria;Pseudomonadota;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;wb1-P19;uncultured bacterium	97.2	1376
MFD08700.bin.2.72	MFD08700	89.03	5.58	23.53	84.96	6.09	0.797	73398	227.8398	5622650	59.11	141	402680	15326	119525	0	8.637515	0.1460415	6241	3274	48	21	1	1	2	1	1	2	1	2	2	22	21	MQ	MQ	10396_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	80.66	0.93087	JF733443.1.1444 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured Rhodomicrobium sp.	99.4	1444
MFD08767.bin.2.72	MFD08767	80.28	3.16	41.67	74.96	2.67	0.78	92038	201.1034	5673050	61.54	113	402493	21720	126148.1	0	7.901629	0.1730561	6992	3929	60	21	1	1	1	1	1	1	1	2	1	21	20	MQ	MQ	10462_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__JAFASC01;s__	GCA_019244955.1	82.97	0.284	58.51	0.98261	HQ674799.1.1456 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured Methylocella sp.	96.1	1459
MFD08821.bin.1.48	MFD08821	96.92	2.19	25	97.01	1.08	0.815	228321	248.614	6227240	61.17	79	727781	29632	243952.2	0	18.7897	0.308617	6524	2604	69	21	1	1	1	1	1	1	1	2	1	22	22	HQ	HQ	10462_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__JAFASC01;s__	GCA_019244955.1	83.67	0.339	95.77	0.98303	HQ674799.1.1456 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured Methylocella sp.	97.9	1456
MFD09126.bin.1.70	MFD09126	92.4	1.57	20	94.78	0.45	0.837	327756	258.513	4591419	62.08	32	945494	98632	472830.9	0	21.58572	0.2656093	4695	1591	53	21	1	1	1	1	1	1	1	2	1	22	22	HQ	HQ	10462_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__JAFASC01;s__	GCA_019244955.1	83.58	0.329	94.16	0.98271	HQ674799.1.1456 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured Methylocella sp.	98.1	1456
MFD09212.bin.1.104	MFD09212	89.24	5.45	12.5	95.85	2.16	0.828	1580604	250.7777	3764766	59.82	4	1704400	360139	1473478	0	16.12004	0.08893704	3988	1369	55	21	1	1	1	1	1	1	1	2	1	22	22	HQ	HQ	10191_0	TRUE	GCA_963832175	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCA_030948025.1	89.93	0.428	84.47	0.98802	DQ823224.1.1465 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	99.6	1465
MFD09212.bin.2.202	MFD09212	83.87	1.59	28.57	78.66	3.42	0.82	495843	241.7481	5313670	62.16	19	1139211	185265	575762	0	17.91568	0.09884391	5748	2567	45	20	1	1	1	1	1	1	1	2	1	21	20	MQ	MQ	10717_2	TRUE	GCA_963731855	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__R-RK-3;s__	N/A	N/A	N/A	75.05	0.92542	AB630711.1.1406 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	99.6	1406
MFD09286.bin.2.75	MFD09286	94.36	4.86	80	94.24	4.95	0.815	115277	253.4447	3960214	58.42	52	239771	38853	116246.2	0	22.85141	0.1458546	4006	1154	38	16	0	0	0	0	0	0	0	0	0	16	16	MQ	MQ	10198_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995	GCA_003162995.1	96.04	0.667	86.42	N/A	NA	NA	NA
MFD09495.bin.1.3	MFD09495	96.56	0.81	0	99.75	1.19	0.832	2136551	283.8822	5147730	59.23	5	2182076	578446	1887882	0	16.60805	0.1999209	4900	1717	51	21	2	2	2	2	2	2	2	4	2	22	22	HQ	HQ	10400_0	TRUE	GCA_963757195	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	89.89	0.9321	JX505155.1.1403 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured Hyphomicrobiaceae bacterium	99.2	1403
MFD09567.bin.1.25	MFD09567	97.5	1.06	0	96.42	1.86	0.852	2887113	277.6408	4630437	59.55	20	2887113	167662	2147854	0	22.75448	0.2278596	4636	1660	51	22	1	1	1	1	1	1	1	2	1	23	22	HQ	HQ	10421_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	92.04	0.9515	AB364708.1.1402 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	99.4	1402
MFD09567.bin.1.55	MFD09567	88.92	1.1	0	92.36	3.37	0.819	198899	264.9956	5097109	58.38	35	441347	80794	209094.2	0	51.21218	0.5128303	5030	1520	49	21	1	1	1	1	1	1	1	2	1	22	22	HQ	HQ	10198_1	TRUE	GCA_963818875	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995	GCA_003162995.1	95.5	0.573	87.73	N/A	HQ844540.1.1445 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	98.6	1445
MFD09567.bin.2.15	MFD09567	67.43	2.22	50	68.47	2.89	0.801	70323	248.4962	4129044	60.63	86	176863	22391	83337.4	0	10.28866	0.103029	4152	1992	38	18	0	0	0	0	0	0	0	0	0	18	18	MQ	MQ	10415_0	TRUE	GCA_963785355	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	61.39	0.96793	NA	NA	NA
MFD09567.bin.2.57	MFD09567	84.36	3.87	58.33	84.14	1.7	0.804	67164	254.3297	5161044	61.36	126	186381	17884	84506.4	0	12.92563	0.1294351	5124	2411	43	20	0	0	0	0	0	0	0	0	0	20	20	MQ	MQ	10414_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	77.28	0.96294	NA	NA	NA
