bin	completeness_checkm1	contamination_checkm1	strain_heterogeneity_checkm1	completeness_checkm2	contamination_checkm2	contigs	longest_contig	genome_size	gc	contig_n50	contig_n90	aun	n_per_100kb	cov	r_abund	bakta_cds_all	bakta_cds_hyp	bakta_cds_dens	bakta_trna_all	bakta_trna_uniq	bakta_16s	bakta_23s	bakta_5s	barrnap_16s	barrnap_23s	barrnap_5s	custom_trna_uniq	bin_status	cbin_status	gunc_css	gunc_rrs	gunc_pass	var_n	var_perc	gtdb_tax	gtdb_ref	gtdb_ani	gtdb_af	gtdb_msa	gtdb_red	gtdb_warning	rrna_tax	rrna_tophit	rrna_alnlen	wf_name	wf_read_mode	wf_binning_mode	wf_v	wf_date	accession
MFD04830-1.bin.1.563	96.59	0.59	50	97.44	0.91	5	1211171	2834228	62.57	739628	331091	828933.2	0	9.060438	0.07981956	2895	619	90.7	48	21	1	1	1	1	2	1	22	HQ	N	0.04	0.62	True	14174	0.5	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	N/A	N/A	N/A	97.36	0.97041	N/A	G000620665 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae_486827;g__Sphingomicrobium_483246;s__Sphingomicrobium-sp000620665	98.9	1475	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875375.1
MFD04830-1.bin.1.572	99.73	0.85	0	98	0.72	6	3305221	8662342	70.57	3141669	815394	2665767.5	0	28.715757	0.25297663	7960	2201	86	57	22	1	1	1	1	2	1	21	HQ	N	0.01	0.55	True	36997	0.427	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__RYN-230;s__RYN-230 sp035642895	GCA_035642895.1	97.32	0.858	92.79	N/A	N/A	AB364588 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Actinoallomurus;s__Actinoallomurus-purpureus	93.8	1454	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977878495.1
MFD04830-1.bin.1.645	91.94	1.96	0	91.29	3.48	2	6641940	9509195	71.28	6641940	2867255	5503780.1	0	17.099085	0.15063745	7855	3654	91.7	78	21	1	1	1	1	1	1	21	HQ	N	0.01	0.4	True	66753	0.702	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__DATFRY01;s__	N/A	N/A	N/A	86.72	0.94328	N/A	G003694735 d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Bin5;s__	93.6	1057	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873315.1
MFD04830-1.bin.1.65	97.7	0	0	96.08	1.43	4	3242420	5168391	60.16	3242420	763970	2338152.8	0	10.746611	0.09467419	4491	2075	87.8	49	21	1	1	1	1	1	1	21	HQ	N	0.01	0.25	True	14540	0.281	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__DASRSE01;g__;s__	N/A	N/A	N/A	83.74	0.77705	N/A	GB-GCA-016872555.1-VGZO01000006.1 d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__UBA1268;s__	92.9	1520	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876275.1
MFD04830-1.bin.1.685	95.55	1.32	16.67	99.9	1.89	6	1528364	5415816	61.51	1417936	737389	1260131.3	0	8.947251	0.07882241	5114	1175	85.8	47	21	1	1	1	1	2	1	21	HQ	N	0.01	0.58	True	17329	0.32	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__	N/A	N/A	N/A	95.31	0.84208	N/A	MJ030-2-barcode74-umi90759bins-ubs-5 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales_505101;f__Xanthobacteraceae;g__Z2-YC6860;s__	95.3	1460	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873355.1
MFD04830-1.bin.1.725	96.58	6.89	0	95.28	0.97	3	5866090	8664731	53.38	5866090	1050124	4451503.9	0	16.038828	0.14129692	6936	2673	87.5	53	21	1	1	1	1	1	1	20	HQ	N	0	0.44	True	10808	0.125	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__DASUNP01;s__	N/A	N/A	N/A	92.65	0.92692	N/A	MJ034-1-barcode34-umi27509bins-ubs-4 d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__QHVH01;s__QHVH01-sp003222245	98.3	1526	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876855.1
MFD04830-1.bin.1.778	96.12	1.94	0	96.41	2.37	5	1426736	3621417	29.08	1222674	217316	1088847.2	0	15.851691	0.1396483	3740	3456	68.6	27	14	1	1	1	1	1	0	22	HQ	N	0.04	0.39	True	15079	0.416	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 sp035630235	GCA_035630235.1	98.79	0.894	85.75	N/A	N/A	GB-GCA-902826075.1-CADEDL010000033.1 d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus-hydrocola	96.3	1445	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873865.1
MFD04830-1.bin.1.815	89.01	0.86	0	94.54	0.88	4	2416743	6120302	59.12	1637716	681460	1781556.6	0	9.143576	0.08055197	4958	1310	86.5	47	21	1	1	1	1	1	1	20	HQ	N	0	0.6	True	70131	1.146	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Acidisarcina;s__	N/A	N/A	N/A	86.48	0.89625	N/A	MJ034-1-barcode31-umi7449bins-ubs-56 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Acidisarcina;s__Acidisarcina-polymorpha	98.9	1469	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873785.1
MFD04830-1.bin.1.880	84.83	4.67	0	93.65	2.96	3	4518073	6774971	70.68	4518073	695407	3444269.9	0	13.041409	0.114890635	6457	1020	92.7	44	22	1	1	1	1	1	1	20	HQ	N	0.01	0.55	True	68600	1.013	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR5;s__	N/A	N/A	N/A	85.21	0.96228	N/A	G001788475 d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__GWA2-73-35;s__GWA2-73-35-sp001788495	95.9	832	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874575.1
MFD04830-1.bin.1.889	98.65	2.7	0	93.59	0.24	3	2667619	4002307	55.11	2667619	1070268	2081695	0	9.40489	0.08285406	3665	758	87.4	52	22	1	1	1	1	1	1	22	HQ	N	0.02	0.5	True	27725	0.693	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__	GCA_038214915.1	92.46	0.665	86.56	0.99365	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	G003217835 d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__Udaeobacter-sp003217835	94.7	945	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877355.1
MFD04830-1.bin.1.921	93.02	2.2	0	90.73	1.59	6	1455756	4357859	67.82	1005810	308066	1005973.3	0	10.90229	0.09604568	3940	998	92.2	43	22	1	1	1	1	1	1	21	HQ	N	0.08	0.3	True	51253	1.176	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	86.7	0.96337	N/A	GB-GCA-016717475.1-JADKFK010000005.1 d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JABFSM01;s__	93.2	1527	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873115.1
MFD04830-1.bin.1.9492	81.38	0.42	0	99.29	0.03	11	818600	3847104	65.81	514634	182783	498673.4	0	9.902344	0.08723647	3779	827	89.5	57	19	1	1	1	1	2	1	19	HQ	N	0.04	0.58	True	48019	1.248	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PALSA-894;s__	GCA_034669185.1	87.81	0.198	70.69	0.95612	N/A	MJ034-1-barcode26-umi25512bins-ubs-5 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales_505101;f__Xanthobacteraceae;g__;s__	95.9	1458	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876915.1
MFD04830-1.bin.2.1	98.24	2.56	66.67	96.88	4.87	5	2841459	6142526	56.23	2002553	781355	2099143.5	0	12.85991	0.11329168	5311	1119	86.3	52	22	1	1	1	1	1	1	22	HQ	N	0.01	0.46	True	62426	1.016	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__JAIQFF01;s__	N/A	N/A	N/A	90.93	0.96201	N/A	MJ034-1-barcode39-umi24833bins-ubs-5 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__;s__	99.5	1485	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977872925.1
MFD04830-1.bin.2.101	88.38	3.02	68	88.57	3.32	18	942830	3435999	59.54	453970	57722	579485.5	0	8.028053	0.07072458	3149	827	90.9	46	20	2	2	2	2	2	2	21	MQ	N	0.03	0.58	True	44181	1.286	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rudaea;s__	GCA_036267795.1	87.15	0.468	75.26	0.98163	N/A	MJ034-1-barcode25-umi20215bins-ubs-10 d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rudaea;s__	99.9	1510	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874795.1
MFD04830-1.bin.2.1015	87.94	2.86	62.5	88.47	2	21	997083	3295631	64.42	787160	56035	601115.3	0	14.983477	0.13199963	3337	845	84.2	37	17	1	1	1	1	2	1	18	MQ	N	0.09	0.61	True	47861	1.452	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_A;s__	GCA_036559705.1	88.14	0.433	76.93	0.97107	N/A	MJ034-1-barcode39-umi29236bins-ubs-3 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales_505101;f__Hyphomicrobiaceae;g__Pedomicrobium;s__	98.4	1455	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875025.1
MFD04830-1.bin.2.115	87.55	4.27	0	84.17	2.19	29	730698	4957560	53.01	301121	97344	319860.4	0	6.8712797	0.060533773	4658	1589	88.9	62	20	0	0	0	0	0	0	20	MQ	N	0.08	0.4	True	48442	0.977	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__;s__	N/A	N/A	N/A	72.97	0.89613	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875815.1
MFD04830-1.bin.2.124	78.76	0	0	76.11	0.23	19	435877	2404077	64.08	216224	47235	234654.4	0	5.9583254	0.052490935	2331	866	91.8	40	20	1	1	1	1	1	1	20	MQ	N	0.02	0.33	True	7461	0.31	d__Bacteria;p__Vulcanimicrobiota;c__Vulcanimicrobiia;o__Vulcanimicrobiales;f__Vulcanimicrobiaceae;g__Tumulicola;s__	N/A	N/A	N/A	76.03	0.96746	N/A	MJ034-1-barcode31-umi21652bins-ubs-9 d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Tyrphobacter;s__Tyrphobacter-aquilonaris	99	1473	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874035.1
MFD04830-1.bin.2.127	95.61	1.71	0	89.37	1.07	14	1431602	4451426	72.72	1078349	236504	931279.4	0	7.4277434	0.065436035	4339	1253	93.3	43	22	1	1	1	1	1	1	18	MQ	N	0.03	0.48	True	19686	0.442	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__DAIOGP01;s__	N/A	N/A	N/A	88.48	0.85198	N/A	RS-GCF-003344625.1-NZ-QPKJ02000001.1 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__	94.9	1542	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873325.1
MFD04830-1.bin.2.1386	56.9	1.72	100	65.64	9.6	79	166479	3883691	54.39	69611	25868	76634	0	6.725329	0.059247985	3385	1157	83.8	41	18	0	0	0	0	0	0	17	MQ	N	0.1	0.48	True	17693	0.456	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	GCA_036009765.1	86.0	0.322	35.31	0.98986	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977878295.1
MFD04830-1.bin.2.1392	58.69	1.96	60	66.56	1.67	23	288806	1823540	67.69	128822	41386	138982.6	0	7.6430693	0.06733299	1937	515	91.6	32	16	1	1	1	1	2	1	15	MQ	N	0.03	0.55	True	18972	1.04	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__	N/A	N/A	N/A	56.18	0.97524	N/A	RS-GCF-007995055.1-NZ-VOQQ01000001.1 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae_486827;g__Allosphingosinicella;s__Sphingosinicella-ginsenosidimutans	97	1484	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877255.1
MFD04830-1.bin.2.1396	68.07	2.2	0	68.17	2.29	33	343380	2776970	66.58	125369	31977	161929.5	0	9.09174	0.08009531	2531	641	89.6	28	14	2	2	2	2	2	2	15	MQ	N	0.06	0.47	True	46782	1.685	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__FEN-1250;s__	N/A	N/A	N/A	71.27	0.96938	N/A	GB-GCA-013816855.1-JACDDT010000121.1 d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG11;s__	89.5	1072	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977887765.1
MFD04830-1.bin.2.1398	60.78	0.86	100	56.16	2.35	40	371404	3942657	59.37	142107	46576	171056	0	6.2559204	0.05511265	3326	1118	86.7	22	15	0	0	0	0	0	0	13	MQ	N	0.15	0.56	True	35554	0.902	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	N/A	N/A	N/A	46.68	0.96277	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873205.1
MFD04830-1.bin.2.1409	63.99	0.91	33.33	62.99	0.6	20	433282	2306368	64.15	276216	62024	253504.8	0	8.036219	0.070796505	2312	535	87.3	35	19	1	1	1	1	2	1	19	MQ	N	0.02	0.57	True	20981	0.91	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	GCA_036257375.1	84.53	0.264	62.53	0.9488	N/A	LPWD01000000 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales_505101;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter-marginalis	96.6	1489	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977878225.1
MFD04830-1.bin.2.1417	79.38	3.89	14.29	78.82	3.9	68	579409	6343122	54.72	139031	47048	166490.3	0	5.190665	0.04572809	5609	2141	88.4	47	19	0	0	0	0	0	0	17	MQ	N	0.11	0.34	True	6770	0.107	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	N/A	N/A	N/A	76.59	0.97641	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977887715.1
MFD04830-1.bin.2.1419	65.52	5.17	0	75.09	6.86	18	1945241	7273458	72.11	1209353	174043	1118739.4	0	9.871666	0.08696621	6946	2268	86.8	68	21	1	1	1	1	2	1	21	MQ	N	0.02	0.49	True	69136	0.951	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__DASUBV01;s__	N/A	N/A	N/A	55.3	0.94234	N/A	RS-GCF-014138665.1-NZ-JACJIA010000034.1 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Actinomadura_D_393484;s__Actinomadura_D_393484-namibiensis	93.5	1065	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876635.1
MFD04830-1.bin.2.1425	63.36	4.31	90.91	59.9	8.77	35	302741	2255113	68.61	89434	34592	128852.6	0	6.9218736	0.060979486	2263	870	90	31	15	0	0	0	0	0	0	16	MQ	N	0.07	0.4	True	21142	0.938	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__	N/A	N/A	N/A	58.2	0.93423	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875645.1
MFD04830-1.bin.2.1426	74.02	7.69	72.73	82.63	5.23	16	827420	4372945	54.24	374261	145753	495487.7	0	9.660017	0.08510166	3710	1112	86.6	63	21	0	0	0	0	0	0	20	MQ	N	0.01	0.49	True	57190	1.308	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	GCA_036009765.1	86.65	0.372	72.84	0.98753	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877175.1
MFD04830-1.bin.2.1429	69.96	5.46	75	68.45	7.57	84	159810	4347886	64.61	62055	28573	76095.9	0	5.1125827	0.045040213	4440	1328	89.2	30	18	1	1	0	1	2	0	19	MQ	N	0.24	0.63	True	19470	0.448	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__JAUYVI01;s__	N/A	N/A	N/A	60.98	0.96243	N/A	G000620685 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia_A;s__	95.9	1484	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877115.1
MFD04830-1.bin.2.1434	85.47	4.27	20	88.05	3.26	21	1076703	5289850	65.9	397206	113886	494661.3	0	6.8865056	0.0606679	4576	1723	88.9	31	17	1	1	1	1	1	1	19	MQ	N	0.08	0.38	True	17280	0.327	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	N/A	N/A	N/A	80.02	0.84369	N/A	MJ034-1-barcode30-umi28843bins-ubs-3 d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__WHSN01;s__WHSN01-sp902826465	93.5	1523	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977887615.1
MFD04830-1.bin.2.1442	50.86	3.45	0	70.37	1.57	32	279078	2582084	73.05	107963	38503	129633.5	0	6.422304	0.05657844	2646	821	89.7	23	15	1	1	1	1	1	1	15	MQ	N	0.05	0.44	True	14297	0.554	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__JAOPZW01;s__	N/A	N/A	N/A	47.74	0.91281	N/A	G003044185 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Paraconexibacter;s__Paraconexibacter-algicola	95.8	1535	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873035.1
MFD04830-1.bin.2.1446	70.69	1.72	100	72.34	9.64	38	462782	3161759	70.63	232953	36013	214093.8	0	7.080424	0.06237626	3041	921	89.8	44	18	2	2	2	2	2	2	18	MQ	N	0.04	0.29	True	42033	1.329	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__;g__;s__	N/A	N/A	N/A	59.97	0.69864	N/A	MJ034-1-barcode31-umi27880bins-ubs-3 d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__WHSN01;s__	97.6	1523	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875495.1
MFD04830-1.bin.2.1449	75.86	3.45	100	78.27	2.16	24	656922	3732445	71.94	206665	67578	311946.3	0	9.752325	0.08591486	3676	542	90.6	17	11	1	1	1	1	1	1	11	MQ	N	0.06	0.62	True	45549	1.22	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__	GCA_035995025.1	87.74	0.415	58.98	0.98368	N/A	G001921215 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__Actinophytocola-xinjiangensis	99.1	1507	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873625.1
MFD04830-1.bin.2.1461	61.4	1.75	100	82.44	6.13	47	433579	5245920	68.99	185309	57879	203067.6	0	8.0489645	0.07090879	4914	1980	90.6	32	16	2	2	1	2	2	1	17	MQ	N	0.05	0.24	True	53071	1.012	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__DP-6;f__DP-6;g__;s__	N/A	N/A	N/A	52.62	0.83248	N/A	G005879795 d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__DP-6;f__DP-6;g__DP-6;s__DP-6-sp005879795	96.9	869	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873475.1
MFD04830-1.bin.2.1466	58.48	3.74	33.33	59.71	6.72	21	370733	2172463	68.68	151525	52452	167612.5	0	5.5724263	0.04909129	2169	640	90.3	43	19	0	0	0	0	0	0	19	MQ	N	0.12	0.49	True	5390	0.248	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__	GCA_036524495.1	88.8	0.408	56.41	0.9852	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875175.1
MFD04830-1.bin.2.1467	76.79	7.28	43.48	72.63	5.02	21	1739919	5411518	65.17	1220630	97639	958045	0	9.962907	0.087770015	5070	1321	92.1	46	20	1	1	1	1	1	1	20	MQ	N	0.06	0.34	True	66086	1.221	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEEJ01;s__	GCA_036004505.1	93.07	0.649	66.82	0.99073	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	MJ034-1-barcode48-umi20116bins-ubs-10 d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Povalibacter;s__	98.7	1508	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873795.1
MFD04830-1.bin.2.1472	62.83	0.36	0	55.25	0.03	7	1411175	3436692	61.6	1023125	249877	964644	0	9.403127	0.08283853	3313	341	85.8	25	14	1	1	1	1	2	1	15	MQ	N	0	0.84	True	25617	0.745	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	N/A	N/A	N/A	74.98	0.97466	N/A	FJ546419 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales_505101;f__Xanthobacteraceae;g__Bradyrhizobium_503403;s__Bradyrhizobium-algeriense	99.8	1301	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977872615.1
MFD04830-1.bin.2.1473	80.86	3.14	0	83.36	1.43	24	470264	2599407	60.57	127510	73941	181820.5	0	5.4117785	0.04767603	2436	760	93.2	37	19	1	1	1	1	1	1	20	MQ	N	0.18	0.35	True	2023	0.078	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__PALSA-1196;s__	N/A	N/A	N/A	76.83	0.89275	N/A	MJ020-1-barcode31-umi85991bins-ubs-4 d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	96.6	1505	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875505.1
MFD04830-1.bin.2.1474	63.79	0	0	65.41	0.1	36	203787	2696978	59.61	99298	40801	114646.5	0	6.9026227	0.060809888	2409	826	87.7	25	17	1	1	1	1	1	1	17	MQ	N	0	0.74	True	41129	1.525	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__KBS-83;s__	N/A	N/A	N/A	66.16	0.97215	N/A	MJ034-1-barcode32-umi14606bins-ubs-20 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__KBS-83;s__KBS-83-sp000381585	99.8	1469	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873915.1
MFD04830-1.bin.2.1477	57.09	0.8	0	63.49	1.22	20	637587	4188977	65.55	357182	121410	361553.1	0	10.063371	0.08865506	4119	364	93.1	29	17	1	1	1	1	1	1	16	MQ	N	0.01	0.75	True	62541	1.493	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	GCF_003719305.1	87.26	0.471	66.12	0.99486	N/A	MH935827 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium-stellerae	99	1521	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977878065.1
MFD04830-1.bin.2.1483	51.33	1.1	0	52.14	3.61	44	166312	2201115	67.12	73125	23803	83500.9	0	4.8606524	0.04282079	2114	569	90.1	35	16	1	1	1	1	1	1	15	MQ	N	0.08	0.34	True	7633	0.347	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	50.34	0.92902	N/A	GB-GCA-016717475.1-JADKFK010000005.1 d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JABFSM01;s__	94.2	1525	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874435.1
